"Regió sanitària","Àrea bàsica de salut","Àmbit","Indicador","Mesura","Període","ABS homes","ABS dones","ABS total","Catalunya homes","Catalunya dones","Catalunya total"
"Barcelona - Metropolitana Sud","Sitges","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",0.6,0.8,0.7,1.1,1.5,1.3
"Barcelona - Metropolitana Sud","Sitges","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.8,2.4,2.1,1.5,2,1.7
"Barcelona - Metropolitana Sud","Sitges","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",5.2,6.2,5.7,6.2,7.9,7.1
"Catalunya Central","Solsonès","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1007,908,1915,563490,531360,1094850
"Catalunya Central","Solsonès","Demogràfic","Població assignada de 15-54 anys","Persones","2022",3281,3131,6412,2090135,2009939,4100074
"Catalunya Central","Solsonès","Demogràfic","Població assignada de 55-64 anys","Persones","2022",950,852,1802,485653,501618,987271
"Catalunya Central","Solsonès","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1237,1462,2699,631736,839322,1471058
"Catalunya Central","Solsonès","Demogràfic","Població assignada total","Persones","2022",6475,6353,12828,3771014,3882239,7653253
"Catalunya Central","Solsonès","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",15,19.6,17.5,13.3,20.1,17.2
"Catalunya Central","Solsonès","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",925,839,1764,490319,461101,951420
"Catalunya Central","Solsonès","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",2442,2692,5134,1491869,1646703,3138572
"Catalunya Central","Solsonès","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",808,770,1578,406344,447653,853997
"Catalunya Central","Solsonès","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1177,1419,2596,612072,818797,1430869
"Catalunya Central","Solsonès","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",5352,5720,11072,3000604,3374254,6374858
"Catalunya Central","Solsonès","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",5.9,7.4,6.7,3.5,4.2,3.9
"Catalunya Central","Solsonès","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.3,0.3,0.2,0.3,0.2
"Catalunya Central","Solsonès","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",0.6,0.9,0.8,1.1,1.5,1.3
"Catalunya Central","Solsonès","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",0.5,0.7,0.6,1.5,2,1.7
"Catalunya Central","Solsonès","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",7.2,9.3,8.3,6.2,7.9,7.1
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 1 - Can Mariner","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1606,1536,3142,563490,531360,1094850
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 1 - Can Mariner","Demogràfic","Població assignada de 15-54 anys","Persones","2022",6075,5852,11927,2090135,2009939,4100074
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 1 - Can Mariner","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1359,1510,2869,485653,501618,987271
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 1 - Can Mariner","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1943,2770,4713,631736,839322,1471058
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 1 - Can Mariner","Demogràfic","Població assignada total","Persones","2022",10983,11668,22651,3771014,3882239,7653253
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 1 - Can Mariner","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",13.6,15.4,14.7,13.3,20.1,17.2
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 1 - Can Mariner","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1461,1404,2865,490319,461101,951420
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 1 - Can Mariner","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",4478,4900,9378,1491869,1646703,3138572
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 1 - Can Mariner","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1153,1376,2529,406344,447653,853997
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 1 - Can Mariner","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1888,2692,4580,612072,818797,1430869
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 1 - Can Mariner","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",8980,10372,19352,3000604,3374254,6374858
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 1 - Can Mariner","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",4,5,4.5,3.5,4.2,3.9
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 1 - Can Mariner","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.1,0.2,0.2,0.2,0.3,0.2
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 1 - Can Mariner","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.1,1.5,1.3,1.1,1.5,1.3
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 1 - Can Mariner","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1,1.3,1.2,1.5,2,1.7
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 1 - Can Mariner","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",6.2,8.1,7.2,6.2,7.9,7.1
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 2 - Llatí","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1042,1021,2063,563490,531360,1094850
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 2 - Llatí","Demogràfic","Població assignada de 15-54 anys","Persones","2022",3892,3681,7573,2090135,2009939,4100074
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 2 - Llatí","Demogràfic","Població assignada de 55-64 anys","Persones","2022",814,854,1668,485653,501618,987271
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 2 - Llatí","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1260,1659,2919,631736,839322,1471058
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 2 - Llatí","Demogràfic","Població assignada total","Persones","2022",7008,7215,14223,3771014,3882239,7653253
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 2 - Llatí","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",10.2,13.6,12.1,13.3,20.1,17.2
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 2 - Llatí","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",962,956,1918,490319,461101,951420
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 2 - Llatí","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",2948,3189,6137,1491869,1646703,3138572
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 2 - Llatí","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",751,797,1548,406344,447653,853997
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 2 - Llatí","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1228,1653,2881,612072,818797,1430869
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 2 - Llatí","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",5889,6595,12484,3000604,3374254,6374858
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 2 - Llatí","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",4.7,5.6,5.2,3.5,4.2,3.9
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 2 - Llatí","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.3,0.4,0.3,0.2,0.3,0.2
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 2 - Llatí","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.9,2.7,2.3,1.1,1.5,1.3
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 2 - Llatí","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.2,1.7,1.4,1.5,2,1.7
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 2 - Llatí","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",8,10.4,9.2,6.2,7.9,7.1
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 3 - Singuerlín","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1298,1322,2620,563490,531360,1094850
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 3 - Singuerlín","Demogràfic","Població assignada de 15-54 anys","Persones","2022",5115,4744,9859,2090135,2009939,4100074
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 3 - Singuerlín","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1129,1114,2243,485653,501618,987271
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 3 - Singuerlín","Demogràfic","Població assignada de 65 anys o més","Persones","2022",1741,2323,4064,631736,839322,1471058
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 3 - Singuerlín","Demogràfic","Població assignada total","Persones","2022",9283,9503,18786,3771014,3882239,7653253
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 3 - Singuerlín","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",12.8,17,15.2,13.3,20.1,17.2
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 3 - Singuerlín","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1223,1199,2422,490319,461101,951420
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 3 - Singuerlín","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",3989,4195,8184,1491869,1646703,3138572
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 3 - Singuerlín","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1003,1060,2063,406344,447653,853997
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 3 - Singuerlín","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",1673,2291,3964,612072,818797,1430869
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 3 - Singuerlín","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",7888,8745,16633,3000604,3374254,6374858
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 3 - Singuerlín","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",4.5,5.3,4.9,3.5,4.2,3.9
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 3 - Singuerlín","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.3,0.2,0.2,0.3,0.2
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 3 - Singuerlín","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.8,2.5,2.2,1.1,1.5,1.3
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 3 - Singuerlín","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",1.1,1.6,1.4,1.5,2,1.7
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 3 - Singuerlín","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",7.6,9.6,8.6,6.2,7.9,7.1
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 4 - Riu Nord - Riu Sud","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1558,1494,3052,563490,531360,1094850
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 4 - Riu Nord - Riu Sud","Demogràfic","Població assignada de 15-54 anys","Persones","2022",5799,5935,11734,2090135,2009939,4100074
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 4 - Riu Nord - Riu Sud","Demogràfic","Població assignada de 55-64 anys","Persones","2022",1299,1497,2796,485653,501618,987271
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 4 - Riu Nord - Riu Sud","Demogràfic","Població assignada de 65 anys o més","Persones","2022",2328,3181,5509,631736,839322,1471058
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 4 - Riu Nord - Riu Sud","Demogràfic","Població assignada total","Persones","2022",10984,12107,23091,3771014,3882239,7653253
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 4 - Riu Nord - Riu Sud","Demogràfic","Índex de sobreenvelliment","Ràtio","2022",12,15.3,13.9,13.3,20.1,17.2
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 4 - Riu Nord - Riu Sud","Recursos i ús de serveis","Població assignada i atesa de 0-14 anys","Persones","2022",1442,1394,2836,490319,461101,951420
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 4 - Riu Nord - Riu Sud","Recursos i ús de serveis","Població assignada i atesa de 15-54 anys","Persones","2022",4289,5013,9302,1491869,1646703,3138572
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 4 - Riu Nord - Riu Sud","Recursos i ús de serveis","Població assignada i atesa de 55-64 anys","Persones","2022",1103,1367,2470,406344,447653,853997
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 4 - Riu Nord - Riu Sud","Recursos i ús de serveis","Població assignada i atesa de 65 anys o més","Persones","2022",2278,3088,5366,612072,818797,1430869
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 4 - Riu Nord - Riu Sud","Recursos i ús de serveis","Població assignada i atesa total","Persones","2022",9112,10862,19974,3000604,3374254,6374858
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 4 - Riu Nord - Riu Sud","Recursos i ús de serveis","Mitjana de visites en el centre de la població assignada i atesa","Visites","2022",4.6,5.5,5.1,3.5,4.2,3.9
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 4 - Riu Nord - Riu Sud","Recursos i ús de serveis","Mitjana de visites domiciliàries de la població assignada i atesa","Visites","2022",0.2,0.3,0.2,0.2,0.3,0.2
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 4 - Riu Nord - Riu Sud","Recursos i ús de serveis","Mitjana de visites telefòniques de la població assignada i atesa","Visites","2022",1.7,2.2,2,1.1,1.5,1.3
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 4 - Riu Nord - Riu Sud","Recursos i ús de serveis","Mitjana de visites TIC de la població assignada i atesa","Visites","2022",0.9,1.2,1,1.5,2,1.7
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 4 - Riu Nord - Riu Sud","Recursos i ús de serveis","Mitjana de visites totals de la població assignada i atesa","Visites","2022",7.3,9.1,8.3,6.2,7.9,7.1
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 5 - Santa Rosa","Demogràfic","Població assignada de 0-14 anys","Persones","2022",1497,1395,2892,563490,531360,1094850
"Barcelona - Metropolitana Nord","Sta. Coloma de Gramenet 5 - Santa Rosa","Demogràfic","Població assignada de 15-54 anys","Persones","2022",5688,4825,10513,2090135,2009939,4100074
